audit_id,audit_group,original_uuid,uuid_segmento,cough_type,cough_type_consensus,config_key,segmentation_config,segmentation_method,event_index,event_id,event_start_relative,event_end_relative,event_duration,event_peak_relative,window_start_relative,window_end_relative,window_padding_left,window_padding_right,event_start,event_end,event_peak,window_start,window_end,event_too_long,event_exceeds_output_window,merged_active_run_count,merge_span_limit_ms,noise_floor_db,on_threshold_db,off_threshold_db,detected_by_energy,fallback_no_event
PAR001,dry_gold,48b287c0-5c2b-44ef-b469-3808b3b287ea,48b287c0-5c2b-44ef-b469-3808b3b287ea_seg_0,dry,gold_expert,moderate,top20_margin5_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,0,48b287c0-5c2b-44ef-b469-3808b3b287ea_seg_0__moderate__event_000,3.49000004196167,4.331999984741211,0.841999942779541,3.746000051498413,2.996000051498413,4.496000051498413,0.0,0.0,3.49000004196167,4.331999984741211,3.746000051498413,2.996000051498413,4.496000051498413,False,False,2,1500.0,-80.0,-20.0,-23.0,True,False
PAR001,dry_gold,48b287c0-5c2b-44ef-b469-3808b3b287ea,48b287c0-5c2b-44ef-b469-3808b3b287ea_seg_0,dry,gold_expert,moderate,top20_margin5_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,1,48b287c0-5c2b-44ef-b469-3808b3b287ea_seg_0__moderate__event_001,5.040000232696533,5.831999984741211,0.7919997520446778,5.685999870300293,4.935999870300293,6.435999870300293,0.0,0.0,5.040000232696533,5.831999984741211,5.685999870300293,4.935999870300293,6.435999870300293,False,False,2,1500.0,-80.0,-20.0,-23.0,True,False
PAR002,dry_gold,e6448323-4be3-4fac-ba98-33aee0de0817,e6448323-4be3-4fac-ba98-33aee0de0817_seg_0,dry,gold_expert,moderate,top20_margin5_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,0,e6448323-4be3-4fac-ba98-33aee0de0817_seg_0__moderate__event_000,2.3399999465942383,2.6819998893737793,0.34199994277954104,2.385999917984009,1.6359999179840088,3.135999917984009,0.0,0.0,2.3399999465942383,2.6819998893737793,2.385999917984009,1.6359999179840088,3.135999917984009,False,False,2,1500.0,-80.0,-20.0,-23.0,True,False
PAR002,dry_gold,e6448323-4be3-4fac-ba98-33aee0de0817,e6448323-4be3-4fac-ba98-33aee0de0817_seg_0,dry,gold_expert,moderate,top20_margin5_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,1,e6448323-4be3-4fac-ba98-33aee0de0817_seg_0__moderate__event_001,4.249999794006348,4.451999870300293,0.20200007629394534,4.306000232696533,3.556000232696533,5.056000232696533,0.0,0.0,4.249999794006348,4.451999870300293,4.306000232696533,3.556000232696533,5.056000232696533,False,False,1,1500.0,-80.0,-20.0,-23.0,True,False
PAR002,dry_gold,e6448323-4be3-4fac-ba98-33aee0de0817,e6448323-4be3-4fac-ba98-33aee0de0817_seg_0,dry,gold_expert,moderate,top20_margin5_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,2,e6448323-4be3-4fac-ba98-33aee0de0817_seg_0__moderate__event_002,5.729999813079834,6.042000022888184,0.31200020980834964,5.785999774932861,5.035999774932861,6.535999774932861,0.0,0.0,5.729999813079834,6.042000022888184,5.785999774932861,5.035999774932861,6.535999774932861,False,False,2,1500.0,-80.0,-20.0,-23.0,True,False
PAR003,dry_gold,b010f28f-e601-49de-9293-fb65fdad2dd4,b010f28f-e601-49de-9293-fb65fdad2dd4_seg_0,dry,gold_expert,moderate,top20_margin5_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,0,b010f28f-e601-49de-9293-fb65fdad2dd4_seg_0__moderate__event_000,1.1100000467300415,2.2420000705718994,1.132000023841858,1.4160000085830688,0.7420000705718994,2.2420000705718994,0.0,0.0,1.1100000467300415,2.2420000705718994,1.4160000085830688,0.7420000705718994,2.2420000705718994,False,False,4,1500.0,-36.521018981933594,-20.0,-23.0,True,False
PAR004,dry_gold,51d4bc80-1f02-4ffa-8e2e-1dc3527a0979,51d4bc80-1f02-4ffa-8e2e-1dc3527a0979_seg_0,dry,gold_expert,moderate,top20_margin5_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,0,51d4bc80-1f02-4ffa-8e2e-1dc3527a0979_seg_0__moderate__event_000,0.319999995470047,1.2119999799728394,0.8919999845027924,0.38600000739097595,0.0,1.5,0.0,0.0,0.319999995470047,1.2119999799728394,0.38600000739097595,0.0,1.5,False,False,3,1500.0,-32.96305847167969,-20.0,-23.0,True,False
PAR004,dry_gold,51d4bc80-1f02-4ffa-8e2e-1dc3527a0979,51d4bc80-1f02-4ffa-8e2e-1dc3527a0979_seg_0,dry,gold_expert,moderate,top20_margin5_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,1,51d4bc80-1f02-4ffa-8e2e-1dc3527a0979_seg_0__moderate__event_001,1.4299999799728393,1.512000051498413,0.08200007152557376,1.4759999513626099,0.7259999513626099,2.22599995136261,0.0,0.0,1.4299999799728393,1.512000051498413,1.4759999513626099,0.7259999513626099,2.22599995136261,False,False,1,1500.0,-32.96305847167969,-20.0,-23.0,True,False
PAR004,dry_gold,51d4bc80-1f02-4ffa-8e2e-1dc3527a0979,51d4bc80-1f02-4ffa-8e2e-1dc3527a0979_seg_0,dry,gold_expert,moderate,top20_margin5_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,2,51d4bc80-1f02-4ffa-8e2e-1dc3527a0979_seg_0__moderate__event_002,2.859999927520752,3.262000051498413,0.40200012397766116,2.9159998893737793,2.1659998893737793,3.6659998893737793,0.0,0.0,2.859999927520752,3.262000051498413,2.9159998893737793,2.1659998893737793,3.6659998893737793,False,False,1,1500.0,-32.96305847167969,-20.0,-23.0,True,False
PAR004,dry_gold,51d4bc80-1f02-4ffa-8e2e-1dc3527a0979,51d4bc80-1f02-4ffa-8e2e-1dc3527a0979_seg_0,dry,gold_expert,moderate,top20_margin5_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,3,51d4bc80-1f02-4ffa-8e2e-1dc3527a0979_seg_0__moderate__event_003,3.4500000801086426,3.5520000133514404,0.10199993324279788,3.496000051498413,2.746000051498413,4.246000051498413,0.0,0.0,3.4500000801086426,3.5520000133514404,3.496000051498413,2.746000051498413,4.246000051498413,False,False,1,1500.0,-32.96305847167969,-20.0,-23.0,True,False
PAR005,dry_gold,8f5531fb-5c2a-450b-b14c-4321085887d8,8f5531fb-5c2a-450b-b14c-4321085887d8_seg_0,dry,gold_expert,moderate,top20_margin5_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,0,8f5531fb-5c2a-450b-b14c-4321085887d8_seg_0__moderate__event_000,2.6199999179840088,3.4319998893737793,0.8119999713897705,2.6760001182556152,1.9319998893737793,3.4319998893737793,0.0,0.0,2.6199999179840088,3.4319998893737793,2.6760001182556152,1.9319998893737793,3.4319998893737793,False,False,2,1500.0,-66.95339965820312,-20.0,-23.0,True,False
PAR005,dry_gold,8f5531fb-5c2a-450b-b14c-4321085887d8,8f5531fb-5c2a-450b-b14c-4321085887d8_seg_0,dry,gold_expert,moderate,top20_margin5_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,1,8f5531fb-5c2a-450b-b14c-4321085887d8_seg_0__moderate__event_001,4.479999813079834,5.402000156402588,0.9220003433227539,4.565999984741211,3.902000156402588,5.402000156402588,0.0,0.0,4.479999813079834,5.402000156402588,4.565999984741211,3.902000156402588,5.402000156402588,False,False,2,1500.0,-66.95339965820312,-20.0,-23.0,True,False
PAR005,dry_gold,8f5531fb-5c2a-450b-b14c-4321085887d8,8f5531fb-5c2a-450b-b14c-4321085887d8_seg_0,dry,gold_expert,moderate,top20_margin5_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,2,8f5531fb-5c2a-450b-b14c-4321085887d8_seg_0__moderate__event_002,6.370000156402588,6.77200004196167,0.40199988555908206,6.435999870300293,5.685999870300293,7.185999870300293,0.0,0.0,6.370000156402588,6.77200004196167,6.435999870300293,5.685999870300293,7.185999870300293,False,False,1,1500.0,-66.95339965820312,-20.0,-23.0,True,False
PAR006,dry_weak,c2356246-454a-42ac-ae33-967e5feabcb7,c2356246-454a-42ac-ae33-967e5feabcb7_seg_0,dry,weak_expert,moderate,top20_margin5_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,0,c2356246-454a-42ac-ae33-967e5feabcb7_seg_0__moderate__event_000,4.049999984741211,4.592000213623047,0.542000228881836,4.0960001945495605,3.3460001945495605,4.8460001945495605,0.0,0.0,4.049999984741211,4.592000213623047,4.0960001945495605,3.3460001945495605,4.8460001945495605,False,False,2,1500.0,-65.02445983886719,-20.0,-23.0,True,False
