audit_id,audit_group,original_uuid,uuid_segmento,cough_type,cough_type_consensus,config_key,segmentation_config,segmentation_method,event_index,event_id,event_start_relative,event_end_relative,event_duration,event_peak_relative,window_start_relative,window_end_relative,window_padding_left,window_padding_right,event_start,event_end,event_peak,window_start,window_end,event_too_long,event_exceeds_output_window,merged_active_run_count,merge_span_limit_ms,noise_floor_db,on_threshold_db,off_threshold_db,detected_by_energy,fallback_no_event
PAR001,dry_gold,48b287c0-5c2b-44ef-b469-3808b3b287ea,48b287c0-5c2b-44ef-b469-3808b3b287ea_seg_0,dry,gold_expert,strict,top15_margin6_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,0,48b287c0-5c2b-44ef-b469-3808b3b287ea_seg_0__strict__event_000,3.5000000324249267,4.292000022888184,0.7919999904632569,3.746000051498413,2.996000051498413,4.496000051498413,0.0,0.0,3.5000000324249267,4.292000022888184,3.746000051498413,2.996000051498413,4.496000051498413,False,False,2,1500.0,-80.0,-15.0,-18.0,True,False
PAR001,dry_gold,48b287c0-5c2b-44ef-b469-3808b3b287ea,48b287c0-5c2b-44ef-b469-3808b3b287ea_seg_0,dry,gold_expert,strict,top15_margin6_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,1,48b287c0-5c2b-44ef-b469-3808b3b287ea_seg_0__strict__event_001,5.049999984741211,5.822000232696533,0.7720002479553223,5.685999870300293,4.935999870300293,6.435999870300293,0.0,0.0,5.049999984741211,5.822000232696533,5.685999870300293,4.935999870300293,6.435999870300293,False,False,3,1500.0,-80.0,-15.0,-18.0,True,False
PAR002,dry_gold,e6448323-4be3-4fac-ba98-33aee0de0817,e6448323-4be3-4fac-ba98-33aee0de0817_seg_0,dry,gold_expert,strict,top15_margin6_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,0,e6448323-4be3-4fac-ba98-33aee0de0817_seg_0__strict__event_000,2.3399999465942383,2.6719998989105225,0.3319999523162842,2.385999917984009,1.6359999179840088,3.135999917984009,0.0,0.0,2.3399999465942383,2.6719998989105225,2.385999917984009,1.6359999179840088,3.135999917984009,False,False,2,1500.0,-80.0,-15.0,-18.0,True,False
PAR002,dry_gold,e6448323-4be3-4fac-ba98-33aee0de0817,e6448323-4be3-4fac-ba98-33aee0de0817_seg_0,dry,gold_expert,strict,top15_margin6_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,1,e6448323-4be3-4fac-ba98-33aee0de0817_seg_0__strict__event_001,4.260000022888184,4.442000118255615,0.18200009536743167,4.306000232696533,3.556000232696533,5.056000232696533,0.0,0.0,4.260000022888184,4.442000118255615,4.306000232696533,3.556000232696533,5.056000232696533,False,False,1,1500.0,-80.0,-15.0,-18.0,True,False
PAR002,dry_gold,e6448323-4be3-4fac-ba98-33aee0de0817,e6448323-4be3-4fac-ba98-33aee0de0817_seg_0,dry,gold_expert,strict,top15_margin6_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,2,e6448323-4be3-4fac-ba98-33aee0de0817_seg_0__strict__event_002,5.729999813079834,6.02200004196167,0.29200022888183597,5.785999774932861,5.035999774932861,6.535999774932861,0.0,0.0,5.729999813079834,6.02200004196167,5.785999774932861,5.035999774932861,6.535999774932861,False,False,2,1500.0,-80.0,-15.0,-18.0,True,False
PAR003,dry_gold,b010f28f-e601-49de-9293-fb65fdad2dd4,b010f28f-e601-49de-9293-fb65fdad2dd4_seg_0,dry,gold_expert,strict,top15_margin6_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,0,b010f28f-e601-49de-9293-fb65fdad2dd4_seg_0__strict__event_000,1.1200000371932983,1.762000051498413,0.6420000143051148,1.4160000085830688,0.6660000085830688,2.166000008583069,0.0,0.0,1.1200000371932983,1.762000051498413,1.4160000085830688,0.6660000085830688,2.166000008583069,False,False,2,1500.0,-36.521018981933594,-15.0,-18.0,True,False
PAR003,dry_gold,b010f28f-e601-49de-9293-fb65fdad2dd4,b010f28f-e601-49de-9293-fb65fdad2dd4_seg_0,dry,gold_expert,strict,top15_margin6_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,1,b010f28f-e601-49de-9293-fb65fdad2dd4_seg_0__strict__event_001,2.0200000133514404,2.1920001182556152,0.17200010490417483,2.065999984741211,1.315999984741211,2.815999984741211,0.0,0.0,2.0200000133514404,2.1920001182556152,2.065999984741211,1.315999984741211,2.815999984741211,False,False,1,1500.0,-36.521018981933594,-15.0,-18.0,True,False
PAR004,dry_gold,51d4bc80-1f02-4ffa-8e2e-1dc3527a0979,51d4bc80-1f02-4ffa-8e2e-1dc3527a0979_seg_0,dry,gold_expert,strict,top15_margin6_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,0,51d4bc80-1f02-4ffa-8e2e-1dc3527a0979_seg_0__strict__event_000,0.3299999859333038,1.1919999990463257,0.8620000131130219,0.38600000739097595,0.0,1.5,0.0,0.0,0.3299999859333038,1.1919999990463257,0.38600000739097595,0.0,1.5,False,False,3,1500.0,-32.96305847167969,-15.0,-18.0,True,False
PAR004,dry_gold,51d4bc80-1f02-4ffa-8e2e-1dc3527a0979,51d4bc80-1f02-4ffa-8e2e-1dc3527a0979_seg_0,dry,gold_expert,strict,top15_margin6_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,1,51d4bc80-1f02-4ffa-8e2e-1dc3527a0979_seg_0__strict__event_001,2.8799999084472656,2.9720000896453858,0.09200018119812015,2.9159998893737793,2.1659998893737793,3.6659998893737793,0.0,0.0,2.8799999084472656,2.9720000896453858,2.9159998893737793,2.1659998893737793,3.6659998893737793,False,False,1,1500.0,-32.96305847167969,-15.0,-18.0,True,False
PAR005,dry_gold,8f5531fb-5c2a-450b-b14c-4321085887d8,8f5531fb-5c2a-450b-b14c-4321085887d8_seg_0,dry,gold_expert,strict,top15_margin6_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,0,8f5531fb-5c2a-450b-b14c-4321085887d8_seg_0__strict__event_000,2.6299999084472656,3.401999917984009,0.7720000095367432,2.6760001182556152,1.9260001182556152,3.4260001182556152,0.0,0.0,2.6299999084472656,3.401999917984009,2.6760001182556152,1.9260001182556152,3.4260001182556152,False,False,2,1500.0,-66.95339965820312,-15.0,-18.0,True,False
PAR005,dry_gold,8f5531fb-5c2a-450b-b14c-4321085887d8,8f5531fb-5c2a-450b-b14c-4321085887d8_seg_0,dry,gold_expert,strict,top15_margin6_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,1,8f5531fb-5c2a-450b-b14c-4321085887d8_seg_0__strict__event_001,4.479999813079834,5.391999927520752,0.912000114440918,4.565999984741211,3.891999927520752,5.391999927520752,0.0,0.0,4.479999813079834,5.391999927520752,4.565999984741211,3.891999927520752,5.391999927520752,False,False,2,1500.0,-66.95339965820312,-15.0,-18.0,True,False
PAR005,dry_gold,8f5531fb-5c2a-450b-b14c-4321085887d8,8f5531fb-5c2a-450b-b14c-4321085887d8_seg_0,dry,gold_expert,strict,top15_margin6_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,2,8f5531fb-5c2a-450b-b14c-4321085887d8_seg_0__strict__event_002,6.379999908447266,6.77200004196167,0.3920001335144043,6.435999870300293,5.685999870300293,7.185999870300293,0.0,0.0,6.379999908447266,6.77200004196167,6.435999870300293,5.685999870300293,7.185999870300293,False,False,1,1500.0,-66.95339965820312,-15.0,-18.0,True,False
PAR006,dry_weak,c2356246-454a-42ac-ae33-967e5feabcb7,c2356246-454a-42ac-ae33-967e5feabcb7_seg_0,dry,weak_expert,strict,top15_margin6_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,0,c2356246-454a-42ac-ae33-967e5feabcb7_seg_0__strict__event_000,4.049999984741211,4.581999984741211,0.532,4.0960001945495605,3.3460001945495605,4.8460001945495605,0.0,0.0,4.049999984741211,4.581999984741211,4.0960001945495605,3.3460001945495605,4.8460001945495605,False,False,2,1500.0,-65.02445983886719,-15.0,-18.0,True,False
PAR006,dry_weak,c2356246-454a-42ac-ae33-967e5feabcb7,c2356246-454a-42ac-ae33-967e5feabcb7_seg_0,dry,weak_expert,strict,top15_margin6_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,1,c2356246-454a-42ac-ae33-967e5feabcb7_seg_0__strict__event_001,6.479999813079834,6.681999889373779,0.20200007629394534,6.526000022888184,5.776000022888184,7.276000022888184,0.0,0.0,6.479999813079834,6.681999889373779,6.526000022888184,5.776000022888184,7.276000022888184,False,False,1,1500.0,-65.02445983886719,-15.0,-18.0,True,False
PAR007,dry_weak,0b35d226-9927-4ddc-b5ea-cca273d43f66,0b35d226-9927-4ddc-b5ea-cca273d43f66_seg_0,dry,weak_expert,strict,top15_margin6_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,0,0b35d226-9927-4ddc-b5ea-cca273d43f66_seg_0__strict__event_000,3.799999984741211,4.641999927520752,0.841999942779541,4.216000080108643,3.4660000801086426,4.966000080108643,0.0,0.0,3.799999984741211,4.641999927520752,4.216000080108643,3.4660000801086426,4.966000080108643,False,False,2,1500.0,-51.04500198364258,-15.0,-18.0,True,False
PAR007,dry_weak,0b35d226-9927-4ddc-b5ea-cca273d43f66,0b35d226-9927-4ddc-b5ea-cca273d43f66_seg_0,dry,weak_expert,strict,top15_margin6_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,1,0b35d226-9927-4ddc-b5ea-cca273d43f66_seg_0__strict__event_001,5.439999851226807,6.081999984741211,0.6420001335144043,5.486000061035156,4.736000061035156,6.236000061035156,0.0,0.0,5.439999851226807,6.081999984741211,5.486000061035156,4.736000061035156,6.236000061035156,False,False,2,1500.0,-51.04500198364258,-15.0,-18.0,True,False
PAR007,dry_weak,0b35d226-9927-4ddc-b5ea-cca273d43f66,0b35d226-9927-4ddc-b5ea-cca273d43f66_seg_0,dry,weak_expert,strict,top15_margin6_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,2,0b35d226-9927-4ddc-b5ea-cca273d43f66_seg_0__strict__event_002,7.24000004196167,7.842000213623047,0.602000171661377,7.285999774932861,6.535999774932861,8.035999774932861,0.0,0.0,7.24000004196167,7.842000213623047,7.285999774932861,6.535999774932861,8.035999774932861,False,False,2,1500.0,-51.04500198364258,-15.0,-18.0,True,False
PAR008,dry_weak,60c3afcc-fe9b-4d91-b713-0ab357d5c825,60c3afcc-fe9b-4d91-b713-0ab357d5c825_seg_0,dry,weak_expert,strict,top15_margin6_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,0,60c3afcc-fe9b-4d91-b713-0ab357d5c825_seg_0__strict__event_000,2.6299999084472656,3.6119999561309815,0.9820000476837158,2.9860000610351562,2.2360000610351562,3.7360000610351562,0.0,0.0,2.6299999084472656,3.6119999561309815,2.9860000610351562,2.2360000610351562,3.7360000610351562,False,False,3,1500.0,-53.30257797241211,-15.0,-18.0,True,False
